"peak","position","identifier","name","type","n_raw_ht","n_cor_ht","n_um","p_raw_ht","p_cor_ht","p_um","run_name","run_date","operator"
113,"2:1","61","digested milliQ","Unknown",0.014,0.014,5.93,0.002,0,0.582,"sample_run_2019-03-13","3/13/2019","apimenta_105"
114,"0","AutoWash",NA,"AutoWash",0.001,0.001,0.168,0.002,0,0.108,"sample_run_2019-03-13","3/13/2019","apimenta_105"
115,"0","AutoWash",NA,"AutoWash",0,0,-0.074,0.002,0,0.157,"sample_run_2019-03-13","3/13/2019","apimenta_105"
116,"SR:15","CC1","NO3 100 uM","Check Cal",0.226,0.225,100.014,0.002,0,0.489,"sample_run_2019-03-13","3/13/2019","apimenta_105"
117,"SR:16","CC2","PO4 6.25","Check Cal",0.022,0.021,9.326,0.008,0.007,6.95,"sample_run_2019-03-13","3/13/2019","apimenta_105"
1,"SR:1","SYNC",NA,"SYNC",0.321,0.311,136.287,0.099,0.098,98.681,"sample_run_2019-03-14","3/14/2019","apimenta_106"
2,"SR:2","NO3 check",NA,"Unknown",0.374,0.365,159.691,0.001,0.001,0.833,"sample_run_2019-03-14","3/14/2019","apimenta_106"
3,"SR:3","NOX%",NA,"NO3 check",0.444,0.435,190.135,0,0,0.178,"sample_run_2019-03-14","3/14/2019","apimenta_106"
4,"SR:4","CO",NA,"Carry over",0.041,0.032,14.151,0,0,-0.085,"sample_run_2019-03-14","3/14/2019","apimenta_106"
5,"SR:5","W",NA,"Wash",0.009,0,0.033,0,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
6,"SR:6","C1",NA,"Calibrant",0.009,0,0.026,0,0,0.108,"sample_run_2019-03-14","3/14/2019","apimenta_106"
7,"SR:7","C2",NA,"Calibrant",0.019,0.01,4.476,0,0,0.036,"sample_run_2019-03-14","3/14/2019","apimenta_106"
8,"SR:8","C3",NA,"Calibrant",0.066,0.057,25.126,0,0,0.076,"sample_run_2019-03-14","3/14/2019","apimenta_106"
9,"SR:9","C4",NA,"Calibrant",0.192,0.185,80.75,0,0,-0.001,"sample_run_2019-03-14","3/14/2019","apimenta_106"
10,"SR:10","C5",NA,"Calibrant",0.372,0.365,159.622,0,0,0.004,"sample_run_2019-03-14","3/14/2019","apimenta_106"
11,"SR:11","C6",NA,"Calibrant",0.02,0.012,5.341,0.001,0,0.2,"sample_run_2019-03-14","3/14/2019","apimenta_106"
12,"SR:12","C7",NA,"Calibrant",0.009,0.002,1.058,0.002,0.001,1.46,"sample_run_2019-03-14","3/14/2019","apimenta_106"
13,"SR:13","C8",NA,"Calibrant",0.009,0.002,0.983,0.005,0.004,3.945,"sample_run_2019-03-14","3/14/2019","apimenta_106"
14,"SR:14","C9",NA,"Calibrant",0.009,0.002,1.072,0.009,0.008,8.036,"sample_run_2019-03-14","3/14/2019","apimenta_106"
15,"SR:15","CC1","NO3 100 uM","Check Cal",0.235,0.229,100.18,0.001,0,0.025,"sample_run_2019-03-14","3/14/2019","apimenta_106"
16,"SR:16","CC2","NO3 6.25 uM","Check Cal",0.016,0.01,4.321,0.007,0.006,6.349,"sample_run_2019-03-14","3/14/2019","apimenta_106"
17,"SR:5","PAUSE",NA,"Pause",0.01,0.005,2.098,0.001,0,-0.135,"sample_run_2019-03-14","3/14/2019","apimenta_106"
18,"SR:1","SYNC",NA,"SYNC",0.328,0.323,141.382,0.098,0.096,96.856,"sample_run_2019-03-14","3/14/2019","apimenta_106"
19,"0","AutoWash",NA,"AutoWash",0.013,0.008,3.655,0.004,0.002,2.722,"sample_run_2019-03-14","3/14/2019","apimenta_106"
20,"0","AutoWash",NA,"AutoWash",0.004,0,0.033,0.001,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
21,"1:1","1","digested milliQ","Unknown",0.012,0.008,3.58,0.002,0,0.57,"sample_run_2019-03-14","3/14/2019","apimenta_106"
22,"1:2","2","Steven Shivers 2 check","Unknown",0.102,0.098,42.945,0.002,0.001,1.059,"sample_run_2019-03-14","3/14/2019","apimenta_106"
23,"1:3","3","Steven Shivers 2 check","Unknown",0.092,0.088,38.581,0.003,0.001,1.287,"sample_run_2019-03-14","3/14/2019","apimenta_106"
24,"1:4","4","Steven Shivers 2 check","Unknown",0.086,0.082,36.092,0.002,0.001,1.065,"sample_run_2019-03-14","3/14/2019","apimenta_106"
25,"1:5","5","20170717 W1","Unknown",0.068,0.065,28.313,0.002,0.001,1.038,"sample_run_2019-03-14","3/14/2019","apimenta_106"
26,"1:6","6","20170717 W2","Unknown",0.065,0.061,26.865,0.002,0.001,1.004,"sample_run_2019-03-14","3/14/2019","apimenta_106"
27,"1:7","7","20170717 W3","Unknown",0.069,0.065,28.497,0.002,0.001,1.162,"sample_run_2019-03-14","3/14/2019","apimenta_106"
28,"1:8","8","20170719 Y1","Unknown",0.104,0.1,43.826,0.003,0.001,1.568,"sample_run_2019-03-14","3/14/2019","apimenta_106"
29,"1:9","9","20170719 Y2","Unknown",0.083,0.079,34.746,0.002,0.001,0.919,"sample_run_2019-03-14","3/14/2019","apimenta_106"
30,"1:10","10","20170719 Y3","Unknown",0.082,0.078,34.369,0.002,0.001,0.898,"sample_run_2019-03-14","3/14/2019","apimenta_106"
31,"0","AutoWash",NA,"AutoWash",0.006,0.003,1.199,0.001,0,0.23,"sample_run_2019-03-14","3/14/2019","apimenta_106"
32,"0","AutoWash",NA,"AutoWash",0.004,0,0.033,0.001,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
33,"1:10","10dup","20170719 Y3","Unknown",0.08,0.076,33.454,0.002,0.001,0.923,"sample_run_2019-03-14","3/14/2019","apimenta_106"
34,"1:11","11","20170719 W1","Unknown",0.071,0.067,29.285,0.002,0.001,1.093,"sample_run_2019-03-14","3/14/2019","apimenta_106"
35,"1:12","12","20170719 W2","Unknown",0.068,0.065,28.305,0.002,0.001,1.119,"sample_run_2019-03-14","3/14/2019","apimenta_106"
36,"1:13","13","digested milliQ","Unknown",0.015,0.011,4.917,0.002,0.001,0.828,"sample_run_2019-03-14","3/14/2019","apimenta_106"
37,"1:14","14","20170719 W3","Unknown",0.067,0.063,27.692,0.002,0.001,1.072,"sample_run_2019-03-14","3/14/2019","apimenta_106"
38,"SR:15","CC1","NO3 100 uM","Check Cal",0.236,0.232,101.444,0.002,0,0.639,"sample_run_2019-03-14","3/14/2019","apimenta_106"
39,"SR:16","CC2","NO3 6.25 uM","Check Cal",0.029,0.025,11.155,0.008,0.006,6.631,"sample_run_2019-03-14","3/14/2019","apimenta_106"
40,"1:15","15","20170726 Y1","Unknown",0.084,0.08,34.888,0.002,0.001,0.99,"sample_run_2019-03-14","3/14/2019","apimenta_106"
41,"1:16","16","20170726 Y2","Unknown",0.093,0.089,38.989,0.003,0.001,1.241,"sample_run_2019-03-14","3/14/2019","apimenta_106"
42,"1:17","17","20170726 Y3","Unknown",0.124,0.12,52.669,0.003,0.002,2.149,"sample_run_2019-03-14","3/14/2019","apimenta_106"
43,"1:18","18","20170726 W1","Unknown",0.098,0.094,40.963,0.003,0.002,2.117,"sample_run_2019-03-14","3/14/2019","apimenta_106"
44,"1:19","19","20170726 W2","Unknown",0.074,0.07,30.706,0.003,0.001,1.416,"sample_run_2019-03-14","3/14/2019","apimenta_106"
45,"0","AutoWash",NA,"AutoWash",0.007,0.003,1.135,0.002,0,0.297,"sample_run_2019-03-14","3/14/2019","apimenta_106"
46,"0","AutoWash",NA,"AutoWash",0.004,0,0.033,0.002,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
47,"1:20","20","20170726 W3","Unknown",0.072,0.067,29.555,0.003,0.001,1.238,"sample_run_2019-03-14","3/14/2019","apimenta_106"
48,"1:20","20dup","20170726 W3","Unknown",0.073,0.069,30.258,0.003,0.001,1.23,"sample_run_2019-03-14","3/14/2019","apimenta_106"
49,"1:21","21","20170731 Y1","Unknown",0.092,0.088,38.443,0.003,0.001,1.61,"sample_run_2019-03-14","3/14/2019","apimenta_106"
50,"1:22","22","20170731 Y2","Unknown",0.086,0.082,35.959,0.002,0.001,1.037,"sample_run_2019-03-14","3/14/2019","apimenta_106"
51,"1:23","23","20170731 Y3","Unknown",0.087,0.083,36.438,0.003,0.001,1.13,"sample_run_2019-03-14","3/14/2019","apimenta_106"
52,"1:24","24","20170731 W1","Unknown",0.065,0.061,26.757,0.003,0.001,1.157,"sample_run_2019-03-14","3/14/2019","apimenta_106"
53,"1:25","25","digested milliQ","Unknown",0.015,0.011,4.738,0.002,0.001,0.742,"sample_run_2019-03-14","3/14/2019","apimenta_106"
54,"1:26","26","20170731 W2","Unknown",0.069,0.065,28.256,0.003,0.001,1.363,"sample_run_2019-03-14","3/14/2019","apimenta_106"
55,"1:27","27","20170731 W3","Unknown",0.071,0.066,29.059,0.003,0.001,1.28,"sample_run_2019-03-14","3/14/2019","apimenta_106"
56,"1:28","28","20170802 Y1","Unknown",0.082,0.078,34.186,0.003,0.001,1.084,"sample_run_2019-03-14","3/14/2019","apimenta_106"
57,"0","AutoWash",NA,"AutoWash",0.007,0.003,1.268,0.002,0,0.219,"sample_run_2019-03-14","3/14/2019","apimenta_106"
58,"0","AutoWash",NA,"AutoWash",0.004,0,0.033,0.002,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
59,"SR:15","CC1","NO3 100 uM","Check Cal",0.234,0.23,100.671,0.002,0,0.559,"sample_run_2019-03-14","3/14/2019","apimenta_106"
60,"SR:16","CC2","NO3 6.25 uM","Check Cal",0.027,0.023,10.058,0.008,0.007,6.768,"sample_run_2019-03-14","3/14/2019","apimenta_106"
61,"1:29","29","20170802 Y2","Unknown",0.081,0.077,33.637,0.002,0.001,0.886,"sample_run_2019-03-14","3/14/2019","apimenta_106"
62,"1:30","30","20170802 Y3","Unknown",0.085,0.081,35.467,0.003,0.001,1.12,"sample_run_2019-03-14","3/14/2019","apimenta_106"
63,"1:30","30dup","20170802 Y3","Unknown",0.085,0.081,35.497,0.003,0.001,1.119,"sample_run_2019-03-14","3/14/2019","apimenta_106"
64,"1:31","31","20170802 W1","Unknown",0.064,0.06,26.129,0.003,0.001,1.156,"sample_run_2019-03-14","3/14/2019","apimenta_106"
65,"1:32","32","20170802 W2","Unknown",0.067,0.063,27.477,0.003,0.001,1.256,"sample_run_2019-03-14","3/14/2019","apimenta_106"
66,"1:33","33","20170802 W3","Unknown",0.055,0.051,22.342,0.002,0.001,1.064,"sample_run_2019-03-14","3/14/2019","apimenta_106"
67,"1:34","34","20170807 Y1","Unknown",0.087,0.083,36.219,0.003,0.001,1.148,"sample_run_2019-03-14","3/14/2019","apimenta_106"
68,"1:35","35","20170807 Y2","Unknown",0.083,0.078,34.235,0.003,0.001,1.141,"sample_run_2019-03-14","3/14/2019","apimenta_106"
69,"1:36","36","20170807 Y3","Unknown",0.081,0.077,33.713,0.003,0.001,1.098,"sample_run_2019-03-14","3/14/2019","apimenta_106"
70,"1:37","37","digested milliQ","Unknown",0.015,0.011,4.678,0.002,0.001,0.79,"sample_run_2019-03-14","3/14/2019","apimenta_106"
71,"0","AutoWash",NA,"AutoWash",0.005,0,0.243,0.002,0,0.26,"sample_run_2019-03-14","3/14/2019","apimenta_106"
72,"0","AutoWash",NA,"AutoWash",0.004,0,0.033,0.002,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
73,"1:38","38","20170807 W1","Unknown",0.072,0.068,29.604,0.003,0.001,1.232,"sample_run_2019-03-14","3/14/2019","apimenta_106"
74,"1:39","39","20170807 W2","Unknown",0.074,0.07,30.622,0.003,0.001,1.257,"sample_run_2019-03-14","3/14/2019","apimenta_106"
75,"1:40","40","20170807 W3","Unknown",0.074,0.07,30.513,0.003,0.001,1.193,"sample_run_2019-03-14","3/14/2019","apimenta_106"
76,"1:40","40dup","20170807 W3","Unknown",0.074,0.069,30.406,0.003,0.001,1.16,"sample_run_2019-03-14","3/14/2019","apimenta_106"
77,"1:41","41","20170809 Y1","Unknown",0.093,0.089,38.955,0.003,0.001,1.027,"sample_run_2019-03-14","3/14/2019","apimenta_106"
78,"SR:15","CC1","NO3 100 uM","Check Cal",0.246,0.241,105.525,0.002,0,0.703,"sample_run_2019-03-14","3/14/2019","apimenta_106"
79,"SR:16","CC2","NO3 6.25 uM","Check Cal",0.018,0.014,6.011,0.01,0.008,8.106,"sample_run_2019-03-14","3/14/2019","apimenta_106"
80,"1:42","42","20170809 Y2","Unknown",0.084,0.079,34.731,0.003,0.001,1.138,"sample_run_2019-03-14","3/14/2019","apimenta_106"
81,"1:43","43","20170809 Y3","Unknown",0.084,0.079,34.682,0.003,0.001,1.15,"sample_run_2019-03-14","3/14/2019","apimenta_106"
82,"1:44","44","20170809 W1","Unknown",0.078,0.074,32.217,0.003,0.001,1.313,"sample_run_2019-03-14","3/14/2019","apimenta_106"
83,"1:45","45","20170809 W2","Unknown",0.079,0.074,32.615,0.003,0.001,1.271,"sample_run_2019-03-14","3/14/2019","apimenta_106"
84,"1:46","46","20170809 W3","Unknown",0.082,0.078,33.942,0.003,0.001,1.284,"sample_run_2019-03-14","3/14/2019","apimenta_106"
85,"0","AutoWash",NA,"AutoWash",0.007,0.002,1.057,0.002,0,0.218,"sample_run_2019-03-14","3/14/2019","apimenta_106"
86,"0","AutoWash",NA,"AutoWash",0.005,0,0.033,0.002,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
87,"1:47","47","20170814 Y1","Unknown",0.08,0.076,33.157,0.003,0.001,0.89,"sample_run_2019-03-14","3/14/2019","apimenta_106"
88,"SR:15",NA,"NO3 100 uM","Unknown",0.245,0.241,105.294,0.002,0,0.704,"sample_run_2019-03-14","3/14/2019","apimenta_106"
89,"SR:16",NA,"NO3 6.25 uM","Unknown",0.018,0.013,5.809,0.008,0.006,6.544,"sample_run_2019-03-14","3/14/2019","apimenta_106"
90,"1:48","48","20170814 Y2","Unknown",0.115,0.111,48.493,0.003,0.001,0.837,"sample_run_2019-03-14","3/14/2019","apimenta_106"
91,"1:49","49","digested milliQ","Unknown",0.015,0.01,4.37,0.002,0,0.524,"sample_run_2019-03-14","3/14/2019","apimenta_106"
92,"1:50","50","20170814 Y3","Unknown",0.085,0.08,35.034,0.003,0.001,0.961,"sample_run_2019-03-14","3/14/2019","apimenta_106"
93,"1:50","50dup","20170814 Y3","Unknown",0.086,0.082,35.783,0.003,0.001,0.953,"sample_run_2019-03-14","3/14/2019","apimenta_106"
94,"1:51","51","20170814 W1","Unknown",0.101,0.097,42.352,0.003,0.001,1.033,"sample_run_2019-03-14","3/14/2019","apimenta_106"
95,"1:52","52","20170814 W2","Unknown",0.104,0.099,43.435,0.003,0.001,0.927,"sample_run_2019-03-14","3/14/2019","apimenta_106"
96,"1:53","53","20170814 W3","Unknown",0.102,0.097,42.672,0.003,0.001,1.504,"sample_run_2019-03-14","3/14/2019","apimenta_106"
97,"0","AutoWash",NA,"AutoWash",0.008,0.003,1.255,0.002,0,0.335,"sample_run_2019-03-14","3/14/2019","apimenta_106"
98,"0","AutoWash",NA,"AutoWash",0.005,0,0.033,0.002,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
99,"SR:15","CC1","NO3 100 uM","Check Cal",0.248,0.243,106.474,0.002,0,0.655,"sample_run_2019-03-14","3/14/2019","apimenta_106"
100,"SR:16","CC2","NO3 6.25 uM","Check Cal",0.017,0.013,5.589,0.008,0.006,6.528,"sample_run_2019-03-14","3/14/2019","apimenta_106"
101,"1:54","54","20170816 Y1","Unknown",0.08,0.076,33.164,0.003,0.001,0.973,"sample_run_2019-03-14","3/14/2019","apimenta_106"
102,"1:55","55","20170816 Y2","Unknown",0.082,0.078,34.038,0.003,0.001,0.957,"sample_run_2019-03-14","3/14/2019","apimenta_106"
103,"1:56","56","20170816 Y3","Unknown",0.086,0.081,35.38,0.003,0.001,0.994,"sample_run_2019-03-14","3/14/2019","apimenta_106"
104,"1:57","42 re-run","20170809 Y2","Unknown",0.087,0.082,36.073,0.003,0.001,0.998,"sample_run_2019-03-14","3/14/2019","apimenta_106"
105,"1:58","43 re-run","20170809 Y3","Unknown",0.085,0.081,35.317,0.003,0.001,1.006,"sample_run_2019-03-14","3/14/2019","apimenta_106"
106,"1:59","44 re-run","20170809 W1","Unknown",0.081,0.076,33.328,0.003,0.001,1.133,"sample_run_2019-03-14","3/14/2019","apimenta_106"
107,"1:60","45 re-run","20170809 W2","Unknown",0.08,0.076,33.149,0.003,0.001,1.182,"sample_run_2019-03-14","3/14/2019","apimenta_106"
108,"2:1","46 re-run","20170809 W3","Unknown",0.084,0.079,34.552,0.003,0.001,1.167,"sample_run_2019-03-14","3/14/2019","apimenta_106"
109,"2:2","47 re-run","20170814 Y1","Unknown",0.083,0.078,34.355,0.003,0.001,1.012,"sample_run_2019-03-14","3/14/2019","apimenta_106"
110,"2:3","57","digested milliQ","Unknown",0.015,0.01,4.454,0.002,0,0.625,"sample_run_2019-03-14","3/14/2019","apimenta_106"
111,"0","AutoWash",NA,"AutoWash",0.005,0,0.178,0.002,0,0.21,"sample_run_2019-03-14","3/14/2019","apimenta_106"
112,"0","AutoWash",NA,"AutoWash",0.005,0,0.033,0.002,0,0.225,"sample_run_2019-03-14","3/14/2019","apimenta_106"
113,"SR:15","CC1","NO3 100 uM","Check Cal",0.25,0.245,107.37,0.003,0,0.724,"sample_run_2019-03-14","3/14/2019","apimenta_106"
114,"SR:16","CC2","NO3 6.25 uM","Check Cal",0.017,0.013,5.52,0.008,0.006,6.688,"sample_run_2019-03-14","3/14/2019","apimenta_106"
